"Author","Title","Year","Journal","Location","Taxonomic_group_class","Taxonomic_order","Taxonomic_group_species","Primates","Mammals_Aves_Other","Measure_of_cognition","Measure_of_sociality","Cognitive_Ability_neuroanatomy_or_both","Cognitive_Ability_detailed","Sociality","Intra_inter_both","Captive_or_wild","Stats","Sample_size","Sample_size_species","Design","r","reverse","Sample_size_group1","Sample_size_group2","mean_grp1","dispersion_grp1","mean_grp2","dispersion_grp2","dispersion_type","ci_T","proportion_grp1","proportion_grp2","F","T","df","dferror","D","v","pearsonr_p","z","Source","Shared_control","Shared_treatment","paperid","studyid","esid","data_source","data_page","source_ref","figure_name","yi","CI","CI_low","CI_high","sd1","sd2","study","weight","sample.size","se","var","ci.lo","ci.hi","fishers.z","ci.lo.z","ci.hi.z","measure","vi","yi_zr","se_zr","vi_zr"
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Spatial Learning","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,2.21935483870968,0.696774193548389,2.14193548387097,0.897678819660705,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es576","figure","327","2b","paper105_study107_es576_2b",-0.0477061638830392,NA,NA,NA,0.696774193548389,0.897678819660705,"",19.9783545270833,19,0.223727897928615,0.050054172311557,-0.372011973683997,0.45122789437668,0.0477424045209235,-0.390756217756016,0.486241026797863,"r",NA,-0.0477424045209236,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Spatial Learning","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,1.90967741935484,0.929032258064518,2.4,0.979285985084398,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es577","figure","327","2b","paper105_study107_es577_2b",0.248091921952068,NA,NA,NA,0.929032258064518,0.979285985084398,"",19.3967127381397,19,0.227057542459763,0.0515551275878671,-0.603353225441208,0.189333737736367,-0.253378560893656,-0.698403166532966,0.191646044745654,"r",NA,0.253378560893656,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Adaptability (Variable Food location)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,31.566265060241,16.6265060240964,29.8795180722892,17.906873497339,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es578","figure","328","3a","paper105_study107_es578_3a",-0.0485795319732982,NA,NA,NA,16.6265060240964,17.906873497339,"",19.9775537899944,19,0.223732381596447,0.0500561785748184,-0.371265056392255,0.451931772384368,0.0486178016047591,-0.38988960849965,0.487125211709168,"r",NA,-0.0486178016047591,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Adaptability (Variable Food location)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,11.4457831325301,2.89156626506023,18.9156626506024,5.71495962681032,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es579","figure","328","3a","paper105_study107_es579_3a",0.629216683079191,NA,NA,NA,2.89156626506023,5.71495962681032,"",15.3105024693652,19,0.255567296045792,0.0653146428081574,-0.845746562385895,-0.234754800927393,-0.740118387604477,-1.24102108348051,-0.239215691728439,"r",NA,0.740118387604477,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Adaptability (Variable Food location)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,9.1566265060241,2.89156626506023,8.07228915662651,2.28598385072412,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es580","figure","328","3a","paper105_study107_es580_3a",-0.204719071617761,NA,NA,NA,2.89156626506023,2.28598385072412,"",19.5933343073953,19,0.225915394364777,0.0510377654109929,-0.230893336780471,0.571965536513069,0.207653130944524,-0.235132905563603,0.650439167452651,"r",NA,-0.207653130944524,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Adaptability (Variable Food location)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,4.43373493975904,2.60240963855422,4.04819277108434,3.04797846763217,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es581","figure","328","3b","paper105_study107_es581_3b",-0.0674623890412961,NA,NA,NA,2.60240963855422,3.04797846763217,"",19.9566652355908,19,0.223849440826794,0.0501085721584683,-0.355016273254645,0.467058781045074,0.0675650137807572,-0.371171828199189,0.506301855760703,"r",NA,-0.0675650137807571,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Adaptability (Variable Food location)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,3.74774774774775,2.88288288288288,6.22222222222222,2.65897220674819,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es582","figure","328","3b","paper105_study107_es582_3b",0.407770002173943,NA,NA,NA,2.88288288288288,2.65897220674819,"",18.2771388909698,19,0.233908440763498,0.054713158660411,-0.712077466690628,0.025513030125699,-0.43293355168558,-0.891385671261957,0.025518567890797,"r",NA,0.43293355168558,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behavior","Rhode Island, USA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Adaptability (Variable Food location)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,2.33033033033033,1.72972972972973,2.71471471471471,1.51941268957039,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es583","figure","328","3b","paper105_study107_es583_3b",0.117522139832461,NA,NA,NA,1.72972972972973,1.51941268957039,"",19.8678788002741,19,0.224349057299179,0.0503324995110301,-0.506331246252649,0.310996610186683,-0.118067718679091,-0.557783790950994,0.321648353592812,"r",NA,0.118067718679091,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behaviour","Rhode Island, UWA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Reversal Learning","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,2.37762237762238,1.84615384615385,3.21678321678322,1.23837446831769,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es584","figure","329","4b","paper105_study107_es584_4b",0.260285453882903,NA,NA,NA,1.84615384615385,1.23837446831769,"",19.3338228257462,19,0.227426534034233,0.0517228283828242,-0.612031024780551,0.177435171512806,-0.266414580849893,-0.712162396685763,0.179333234985976,"r",NA,0.266414580849893,0.25,0.0625
"Heimer-McGinn et al","Social housing enhances acquisition of task set independently of environmental enrichment: A longitudinal study in the Barnes maze",2020,"Learning & Behaviour","Rhode Island, UWA","Mammalia","Rodentia","Rattus norvegicus","Other","Mammalia","Reversal Learning","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"yes",9,10,2.51748251748252,2.0979020979021,3.41258741258741,2.47674893663537,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WOS",NA,NA,"paper105","study107","es585","figure","329","4b","paper105_study107_es585_4b",0.190253476582624,NA,NA,NA,2.0979020979021,2.47674893663537,"",19.6497962848455,19,0.225590586769999,0.0508911128392324,-0.561313998889158,0.24449492573596,-0.192600152157475,-0.634749577477931,0.249549273162981,"r",NA,0.192600152157475,0.25,0.0625
"Kogan et al","Long-term memory underlying hippocampus-dependent social recognition in mice",2000,"Hippocampus","California, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Social Recognition (long term)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",26,1,"Developmental",NA,"yes",11,15,0.3,0.03,0.52,0.01,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper38","study39","es185","table","51","2",NA,0.838225419952313,NA,NA,NA,0.099498743710662,0.0387298334620742,"",12.9191645191916,26,0.278216437712723,0.0774043862135576,-0.942555503413908,-0.584902145080483,-1.21517602725583,-1.7604702250798,-0.669881829431859,"r",NA,1.21517602725583,0.208514414057075,0.0434782608695652
"Kogan et al","Long-term memory underlying hippocampus-dependent social recognition in mice",2000,"Hippocampus","California, USA","Mammalia","Rodentia","Mus musculus","Other","Mammalia","Social Recognition (short term)","Social Housing","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",26,1,"Developmental",NA,"yes",10,16,0.35,0.02,0.37,0.02,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper38","study39","es186","table","51","2",NA,0.130085600097488,NA,NA,NA,0.0632455532033676,0.08,"",26.7781333333333,26,0.193245704965471,0.0373439024876018,-0.469619094605524,0.242969682547616,-0.130826922622357,-0.509581544521733,0.247927699277019,"r",NA,0.130826922622357,0.208514414057075,0.0434782608695652
"Langley et al","Individuals in larger groups are more successful on spatial discrimination tasks",2018,"Animal Behaviour","Exeter, UK","Aves","Galliformes","Phasianus colchicus","Other","Aves","Spatial Learning","Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Wild Caught Captives","mean",17,1,"Developmental",NA,"no",8.5,8.5,0.710240963855421,0.0948795180722893,0.619879518072289,0.168072289156627,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper43","study44","es262","figure","90","2","paper43_study44_es262_2",0.314282096855456,NA,NA,NA,0.0948795180722893,0.168072289156627,"",17.1168097088589,17,0.241706644180022,0.0584221018407678,-0.147365666666399,0.663491946768298,0.325289769169782,-0.1484465482471,0.799026086586663,"r",NA,0.325289769169782,0.267261241912424,0.0714285714285714
"Langley et al","Individuals in larger groups are more successful on spatial discrimination tasks",2018,"Animal Behaviour","Exeter, UK","Aves","Galliformes","Phasianus colchicus","Other","Aves","Spatial Learning","Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Wild Caught Captives","mean",17,1,"Developmental",NA,"no",8.5,8.5,0.880120481927711,0.0786144578313255,0.800602409638554,0.0759036144578313,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper43","study44","es263","figure","90","2","paper43_study44_es263_2",0.45752731383411,NA,NA,NA,0.0786144578313255,0.0759036144578313,"",16.012680393696,17,0.249900993269317,0.0624505064369914,0.00438248652316572,0.754782110666589,0.494179461089091,0.00438251458044253,0.98397640759774,"r",NA,0.494179461089091,0.267261241912424,0.0714285714285714
"Langley et al","The relationship between social rank and spatial learning in pheasants, Phasianus colchicus: Cause or consequence?",2018,"PeerJ","Exeter, UK","Aves","Galliformes","Phasianus colchicus","Other","Aves","Spatial Discrimination","Housing Group (number of females)","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",8,1,"Developmental",NA,"no",4,4,80.75,5.90903263374528,69.5,6.45497224367903,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper44","study45","es264","supplementary data",NA,NA,NA,0.672641481694118,NA,NA,NA,5.90903263374528,6.45497224367903,"",6.66110014918909,8,0.387460128669755,0.150125351308783,0.0560848982191501,0.91781107745546,0.815551712402234,0.0561438147642591,1.57495961004021,"r",NA,0.815551712402234,0.447213595499958,0.2
"Leris & Reader","Age and early social environment influence guppy social learning propensities",2016,"Animal Behaviour","Utrecht, Netherlands","Actinopterygii","Cyprinodontiformes","Poecilia reticulata","Other","Other","Social Learning (90 days)","Rearing Group","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",59,1,"Developmental",NA,"no",32,27,58.24324324,137.5991574,25,136.9256382,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper47","study48","es271","figure","16","3b","paper47_study48_es271_3b",0.119763574811317,NA,NA,NA,137.5991574,136.9256382,"",59.573815794469,59,0.129560403199704,0.0167858980772698,-0.132803459993966,0.357725234077094,0.1203411558559,-0.133592568238007,0.374274879949807,"r",NA,0.1203411558559,0.133630620956212,0.0178571428571429
"Leris & Reader","Age and early social environment influence guppy social learning propensities",2016,"Animal Behaviour","Utrecht, Netherlands","Actinopterygii","Cyprinodontiformes","Poecilia reticulata","Other","Other","Social Learning (90 days)","Rearing Group","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",59,1,"Developmental",NA,"no",32,27,55.78947368,145.8872938,25.26315789,166.8238409,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper47","study48","es272","figure","16","3d","paper47_study48_es272_3d",0.0971603888507759,NA,NA,NA,145.8872938,166.8238409,"",59.7201951370297,59,0.12940152392901,0.0167447543951501,-0.154897482297079,0.337342030328352,0.0974678682569402,-0.156154458188517,0.351090194702397,"r",NA,0.0974678682569402,0.133630620956212,0.0178571428571429
"Lipkind et al","Social change affects the survival of new neurons in the forebrain of adult songbirds",2002,"Behavioural Brain Research","Tel-Aviv, Israel","Aves","Passeriformes","Taeniopygia guttata","Other","Aves","Neostriatum Caudale (Number of new Neurons)","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Captive","mean",19,1,"Developmental",NA,"no",9,10,38.39449541,6.605504587,23.53211009,5.657285722,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper52","study53","es288","figure","38","6","paper52_study53_es288_6",0.7713940770754,NA,NA,NA,6.605504587,5.657285722,"",11.9527967953516,19,0.289244581439476,0.0836624278920978,0.427515257147578,0.920252026830138,1.023761234574,0.456852272229265,1.59067019691874,"r",NA,1.023761234574,0.25,0.0625
"Lipkind et al","Social change affects the survival of new neurons in the forebrain of adult songbirds",2002,"Behavioural Brain Research","Tel-Aviv, Israel","Aves","Passeriformes","Taeniopygia guttata","Other","Aves","HVC (Number of new Neurons)","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Captive","mean",10,1,"Developmental",NA,"no",5,5,26.02564103,9.810668619,10.86894587,3.34454612,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper52","study53","es289","figure","39","7a","paper52_study53_es289_7a",0.718822771730726,NA,NA,NA,9.810668619,3.34454612,"",7.51649478207321,10,0.364747496596082,0.133040736273109,0.188048064020936,0.924638263254771,0.905204862163729,0.190312905384263,1.6200968189432,"r",NA,0.905204862163729,0.377964473009227,0.142857142857143
"Lipkind et al","Social change affects the survival of new neurons in the forebrain of adult songbirds",2002,"Behavioural Brain Research","Tel-Aviv, Israel","Aves","Passeriformes","Taeniopygia guttata","Other","Aves","Area X (Number of new Neurons)","Group Size","Neuroanatomy","brain region absolute","Groupsize","Intra","Captive","mean",10,1,"Developmental",NA,"no",5,5,65.25773196,17.98075281,37.42268041,9.68194382,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper52","study53","es290","figure","39","7b","paper52_study53_es290_7b",0.693952130976485,NA,NA,NA,17.98075281,9.68194382,"",7.82850430662905,10,0.357404982480663,0.127738321502003,0.153807772552063,0.914776574435342,0.855539046197218,0.155038152639949,1.55603993975449,"r",NA,0.855539046197218,0.377964473009227,0.142857142857143
"Machatschke et al","Spatial learning and memory differs between single and cohabitated guinea pigs",2011,"Hormones and Behavior","Vienna, Austria","Mammalia","Rodentia","Cavia porcellus","Other","Mammalia","Spatial memory learning latency","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",38,1,"Developmental",NA,"yes",19,19,128.7272727,152.1651995,86.18181818,71.32743726,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper54","study55","es295","figure","313","3a","paper54_study55_es295_3a",-0.176214611440928,NA,NA,NA,152.1651995,71.32743726,"",38.400715434483,38,0.161372802822054,0.0260411814906454,-0.137338214949635,0.4576685949366,0.178073279661114,-0.138211601954395,0.494358161276622,"r",NA,-0.178073279661114,0.169030850945703,0.0285714285714286
"Machatschke et al","Spatial learning and memory differs between single and cohabitated guinea pigs",2011,"Hormones and Behavior","Vienna, Austria","Mammalia","Rodentia","Cavia porcellus","Other","Mammalia","Spatial memory learning error","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",38,1,"Developmental",NA,"yes",19,19,5.977859779,5.066616853,4.095940959,3.860279507,"sd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper54","study55","es296","figure","313","3b","paper54_study55_es296_3b",-0.204500411349635,NA,NA,NA,5.066616853,3.860279507,"",38.1884422103023,38,0.16182068250258,0.0261859332856008,-0.109299403278452,0.481232987040305,0.207424916441782,-0.109737793216965,0.52458762610053,"r",NA,-0.207424916441782,0.169030850945703,0.0285714285714286
"Machatschke et al","Spatial learning and memory differs between single and cohabitated guinea pigs",2011,"Hormones and Behavior","Vienna, Austria","Mammalia","Rodentia","Cavia porcellus","Other","Mammalia","Spatial memory retention latency","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",38,1,"Developmental",NA,"yes",19,19,122.26,32.99,130.84,30.24,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper54","study55","es297","table","314","1",NA,0.0310861548523974,NA,NA,NA,143.800076147407,131.81310405267,"",38.9816304928757,38,0.160165878353484,0.0256531085887431,-0.331947669795982,0.275515978711728,-0.0310961740207094,-0.345015527145762,0.282823179104343,"r",NA,0.0310961740207094,0.169030850945703,0.0285714285714286
"Machatschke et al","Spatial learning and memory differs between single and cohabitated guinea pigs",2011,"Hormones and Behavior","Vienna, Austria","Mammalia","Rodentia","Cavia porcellus","Other","Mammalia","Spatial memory retention error","Housing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",38,1,"Developmental",NA,"yes",19,19,6.89,1.14,4.68,1.06,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper54","study55","es298","table","314","1",NA,-0.224431186362214,NA,NA,NA,4.96914479563637,4.62043288015311,"",38.018257335598,38,0.162182465023955,0.0263031519612463,-0.0893156660310867,0.497658704946626,0.228317482127348,-0.0895543082435302,0.546189272498226,"r",NA,-0.228317482127348,0.169030850945703,0.0285714285714286
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Associative Learning","Rearing Group","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",15,1,"Developmental",NA,"yes",8,7,8.9,0.9,10.6,0.6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",NA,NA,"paper60","study61","es308","text","4",NA,NA,0.365931656348572,NA,NA,NA,2.54558441227157,1.58745078663875,"",14.923639627939,15,0.258858615105028,0.0670077826140932,-0.711922411303675,0.12300980057858,-0.383717630369247,-0.891071193063019,0.123635932324524,"r",NA,0.383717630369247,0.288675134594813,0.0833333333333334
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Associative Learning","Rearing Group (Timing)","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"yes",10,10,10.1,2,8.8,1.6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,1,"paper60","study62","es310","text","6",NA,NA,-0.112770940283983,NA,NA,NA,6.32455532033676,5.05964425626941,"",20.8720133287894,20,0.218885921075746,0.0479110464451778,-0.305664316548137,0.494697694858434,0.113252668151774,-0.315755853879565,0.542261190183114,"r",NA,-0.113252668151774,0.242535625036333,0.0588235294117647
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Associative Learning","Rearing Group (Timing)","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",22,1,"Developmental",NA,"yes",12,10,11.9,1.9,8.8,1.6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",2,1,"paper60","study62","es311","text","6",NA,NA,-0.251300894316125,NA,NA,NA,6.58179306876173,5.05964425626941,"",22.2826761993171,22,0.211844076683461,0.0448779128258682,-0.157094082028279,0.586298977940166,0.256800914918192,-0.158405845719534,0.672007675555917,"r",NA,-0.256800914918192,0.229415733870562,0.0526315789473684
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Reversal Learning","Rearing Group (Timing)","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",20,1,"Developmental",NA,"yes",10,10,13.9,1.5,10,2.6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,1,"paper60","study62","es313","text","6",NA,NA,-0.278991655963089,NA,NA,NA,4.74341649025257,8.22192191643779,"",20.1901174090147,20,0.22255152664554,0.0495291820122606,-0.148498466692815,0.61862912421725,0.286588283798618,-0.149604693131047,0.722781260728283,"r",NA,-0.286588283798618,0.242535625036333,0.0588235294117647
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Reversal Learning","Rearing Group (Timing)","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",22,1,"Developmental",NA,"yes",12,10,13.1,1.9,10,2.6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,1,"paper60","study62","es314","text","6",NA,NA,-0.205121674147272,NA,NA,NA,6.58179306876173,8.22192191643779,"",22.527230215763,22,0.210691056718801,0.044390721381285,-0.202054427465255,0.551837995803879,0.208073380762005,-0.20487350227153,0.621020263795541,"r",NA,-0.208073380762005,0.229415733870562,0.0526315789473684
"Meagher et al","Effects of degree and timing of social housing on reversal learning and response to novel objects in dairy calves",2015,"PLoS ONE","Vancouver, Canada","Mammalia","Artiodactyla","Bos taurus","Other","Mammalia","Reversal Learning","Rearing Group (Timing)","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",22,1,"Developmental",NA,"yes",12,10,13.4,1.9,10,2.6,"se",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCOPUS",3,1,"paper60","study62","es315","text","6",NA,NA,-0.224017906769281,NA,NA,NA,6.58179306876173,8.22192191643779,"",22.4337678483802,22,0.211129485476744,0.0445756596376745,-0.183810757572549,0.566048144479615,0.227882324247681,-0.185923863361209,0.641688511856571,"r",NA,-0.227882324247681,0.229415733870562,0.0526315789473684
"Riley et al","Does social environment influence learning ability in a family-living lizard?",2017,"Animal Cognition","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Spatial Learning trial number","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",28,1,"Developmental",NA,"yes",14,14,16,10,17,5,"95CI",2.05183051648028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper73","study75","es390","text","455",NA,NA,0.00411899071794979,NA,NA,NA,153.544936167933,76.7724680839665,"",28.9997624728016,28,0.185696098659197,0.0344830410572461,-0.352308259398055,0.345071905998879,-0.00411901401256845,-0.36807667945419,0.359838651429053,"r",NA,0.0041190140125685,0.2,0.04
"Riley et al","Does social environment influence learning ability in a family-living lizard?",2017,"Animal Cognition","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Spatial Learning trial latency","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",28,1,"Developmental",NA,"yes",14,14,1269,17,1321,15,"95CI",2.05183051648028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper73","study75","es391","text","455",NA,NA,0.105041766936411,NA,NA,NA,261.026391485486,230.317404251899,"",28.8446702441667,28,0.18619465545034,0.0346684497182709,-0.438494584209132,0.25383167790077,-0.105430680576079,-0.470365499372591,0.259504138220432,"r",NA,0.105430680576079,0.2,0.04
"Riley et al","Does social environment influence learning ability in a family-living lizard?",2017,"Animal Cognition","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Spatial Learning trial incorrect","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",28,1,"Developmental",NA,"yes",14,14,0.9,0.14,1.26,0.12,"95CI",2.05183051648028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper73","study75","es392","text","455",NA,NA,0.0895497113206141,NA,NA,NA,2.14962910635106,1.8425392340152,"",28.8872799292107,28,0.186057283163645,0.0346173126182366,-0.425554793630363,0.268155483822499,-0.0897902405694679,-0.454455814631582,0.274875333492646,"r",NA,0.0897902405694679,0.2,0.04
"Riley et al","Learning ability is unaffected by isolation rearing in a family-living lizard",2018,"Behavioral Ecology and Sociobiology","Sydney, Australia","Reptilia","Squamata","Egernia striolata","Other","Other","Motor Task","Rearing Group Size","Cognitive Ability","Cognitive Ability","Groupsize","Intra","Captive","mean",16,1,"Developmental",NA,"yes",8,8,13,8,9,8,"95CI",2.13144954555977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOTH",NA,NA,"paper74","study76","es393","table","20","1",NA,-0.0207298723854449,NA,NA,NA,96.4583953550273,96.4583953550273,"",16.996561440305,16,0.242560157382241,0.0588354299492976,-0.425735357408024,0.45907764990669,0.020732842550799,-0.454676330002761,0.496142015104359,"r",NA,-0.020732842550799,0.277350098112615,0.0769230769230769
